CA,C2,0.469
CA,C3,0.4842
CA,C4,0.4971
CA,C5,0.4953
CA,C6,0.5123
CA,C7,0.5277
CA,C8,0.5332
CA,C9,0.538
CA,CT,0.5551
CA,CJ,0.5655
CA,CQ,0.5763
CA,CK,0.584
CA,DA,0.7676
CA,D2,0.4406
CA,D3,0.448
CA,D4,0.4631
CA,D5,0.4685
CA,D6,0.4744
CA,D7,0.4916
CA,D8,0.5084
CA,D9,0.511
CA,DT,0.5277
CA,DJ,0.5371
CA,DQ,0.5456
CA,DK,0.5626
CA,HA,0.7788
CA,H2,0.4356
CA,H3,0.4506
CA,H4,0.4661
CA,H5,0.4662
CA,H6,0.4852
CA,H7,0.4839
CA,H8,0.4967
CA,H9,0.5123
CA,HT,0.5252
CA,HJ,0.5367
CA,HQ,0.5418
CA,HK,0.5509
CA,SA,0.7753
CA,S2,0.4378
CA,S3,0.4435
CA,S4,0.4611
CA,S5,0.4653
CA,S6,0.4842
CA,S7,0.487
CA,S8,0.5052
CA,S9,0.5069
CA,ST,0.5259
CA,SJ,0.5446
CA,SQ,0.5484
CA,SK,0.5605
C2,C3,0.3778
C2,C4,0.389
C2,C5,0.3968
C2,C6,0.3988
C2,C7,0.4018
C2,C8,0.4038
C2,C9,0.4141
C2,CT,0.4323
C2,CJ,0.4371
C2,CQ,0.4498
C2,CK,0.4573
C2,DA,0.4383
C2,D2,0.4267
C2,D3,0.3305
C2,D4,0.343
C2,D5,0.3446
C2,D6,0.3575
C2,D7,0.3599
C2,D8,0.3578
C2,D9,0.3747
C2,DT,0.3895
C2,DJ,0.3913
C2,DQ,0.4138
C2,DK,0.4322
C2,HA,0.4415
C2,H2,0.4266
C2,H3,0.3262
C2,H4,0.3449
C2,H5,0.3507
C2,H6,0.3622
C2,H7,0.3535
C2,H8,0.3629
C2,H9,0.3785
C2,HT,0.3921
C2,HJ,0.3999
C2,HQ,0.4079
C2,HK,0.4168
C2,SA,0.4344
C2,S2,0.4252
C2,S3,0.3347
C2,S4,0.3378
C2,S5,0.3497
C2,S6,0.3577
C2,S7,0.3498
C2,S8,0.3662
C2,S9,0.3783
C2,ST,0.3844
C2,SJ,0.3948
C2,SQ,0.4046
C2,SK,0.4269
C3,C4,0.4007
C3,C5,0.4023
C3,C6,0.399
C3,C7,0.4186
C3,C8,0.415
C3,C9,0.4207
C3,CT,0.4367
C3,CJ,0.4424
C3,CQ,0.4533
C3,CK,0.4753
C3,DA,0.4485
C3,D2,0.3354
C3,D3,0.4536
C3,D4,0.3577
C3,D5,0.3673
C3,D6,0.3819
C3,D7,0.3783
C3,D8,0.3751
C3,D9,0.3838
C3,DT,0.3978
C3,DJ,0.4113
C3,DQ,0.4177
C3,DK,0.4269
C3,HA,0.4442
C3,H2,0.3312
C3,H3,0.4521
C3,H4,0.3579
C3,H5,0.3747
C3,H6,0.3756
C3,H7,0.3678
C3,H8,0.3669
C3,H9,0.3816
C3,HT,0.399
C3,HJ,0.4046
C3,HQ,0.4119
C3,HK,0.436
C3,SA,0.4422
C3,S2,0.3328
C3,S3,0.4529
C3,S4,0.3466
C3,S5,0.3696
C3,S6,0.3722
C3,S7,0.3711
C3,S8,0.369
C3,S9,0.3801
C3,ST,0.3961
C3,SJ,0.4038
C3,SQ,0.422
C3,SK,0.4353
C4,C5,0.4106
C4,C6,0.4418
C4,C7,0.4288
C4,C8,0.4331
C4,C9,0.4403
C4,CT,0.4341
C4,CJ,0.4542
C4,CQ,0.4635
C4,CK,0.4837
C4,DA,0.4569
C4,D2,0.3334
C4,D3,0.3591
C4,D4,0.4701
C4,D5,0.3919
C4,D6,0.3987
C4,D7,0.3955
C4,D8,0.3966
C4,D9,0.3996
C4,DT,0.4002
C4,DJ,0.4178
C4,DQ,0.4291
C4,DK,0.4353
C4,HA,0.4585
C4,H2,0.3382
C4,H3,0.3594
C4,H4,0.4745
C4,H5,0.3842
C4,H6,0.3948
C4,H7,0.389
C4,H8,0.3972
C4,H9,0.3938
C4,HT,0.4041
C4,HJ,0.4132
C4,HQ,0.4285
C4,HK,0.4465
C4,SA,0.4597
C4,S2,0.3317
C4,S3,0.3596
C4,S4,0.4734
C4,S5,0.3792
C4,S6,0.3972
C4,S7,0.3915
C4,S8,0.389
C4,S9,0.389
C4,ST,0.4075
C4,SJ,0.4219
C4,SQ,0.4243
C4,SK,0.4425
C5,C6,0.4501
C5,C7,0.4423
C5,C8,0.4423
C5,C9,0.4428
C5,CT,0.451
C5,CJ,0.463
C5,CQ,0.4844
C5,CK,0.4896
C5,DA,0.4677
C5,D2,0.3525
C5,D3,0.366
C5,D4,0.387
C5,D5,0.4918
C5,D6,0.4179
C5,D7,0.4062
C5,D8,0.403
C5,D9,0.404
C5,DT,0.411
C5,DJ,0.421
C5,DQ,0.4372
C5,DK,0.4563
C5,HA,0.4722
C5,H2,0.3488
C5,H3,0.3699
C5,H4,0.3857
C5,H5,0.4952
C5,H6,0.4064
C5,H7,0.4153
C5,H8,0.4153
C5,H9,0.4099
C5,HT,0.4111
C5,HJ,0.4217
C5,HQ,0.4359
C5,HK,0.4534
C5,SA,0.4731
C5,S2,0.3496
C5,S3,0.3714
C5,S4,0.3847
C5,S5,0.5014
C5,S6,0.4016
C5,S7,0.4077
C5,S8,0.4176
C5,S9,0.4104
C5,ST,0.4121
C5,SJ,0.4301
C5,SQ,0.436
C5,SK,0.4474
C6,C7,0.4637
C6,C8,0.466
C6,C9,0.4601
C6,CT,0.4668
C6,CJ,0.4673
C6,CQ,0.4801
C6,CK,0.4987
C6,DA,0.4704
C6,D2,0.3582
C6,D3,0.377
C6,D4,0.3925
C6,D5,0.412
C6,D6,0.5232
C6,D7,0.4335
C6,D8,0.4208
C6,D9,0.4199
C6,DT,0.4354
C6,DJ,0.4286
C6,DQ,0.4449
C6,DK,0.4622
C6,HA,0.4841
C6,H2,0.3473
C6,H3,0.3773
C6,H4,0.3917
C6,H5,0.4206
