CA,C2,0.65
CA,C3,0.63
CA,C4,0.69
CA,C5,0.66
CA,C6,0.6
CA,C7,0.75
CA,C8,0.68
CA,C9,0.68
CA,CT,0.78
CA,CJ,0.73
CA,CQ,0.71
CA,CK,0.71
CA,DA,0.88
CA,D2,0.66
CA,D3,0.7
CA,D4,0.61
CA,D5,0.62
CA,D6,0.65
CA,D7,0.65
CA,D8,0.73
CA,D9,0.69
CA,DT,0.67
CA,DJ,0.68
CA,DQ,0.68
CA,DK,0.74
CA,HA,0.84
CA,H2,0.57
CA,H3,0.62
CA,H4,0.68
CA,H5,0.67
CA,H6,0.6
CA,H7,0.7
CA,H8,0.67
CA,H9,0.7
CA,HT,0.72
CA,HJ,0.75
CA,HQ,0.7
CA,HK,0.71
CA,SA,0.88
CA,S2,0.58
CA,S3,0.6
CA,S4,0.68
CA,S5,0.73
CA,S6,0.65
CA,S7,0.71
CA,S8,0.75
CA,S9,0.68
CA,ST,0.69
CA,SJ,0.66
CA,SQ,0.62
CA,SK,0.76
C2,C3,0.56
C2,C4,0.52
C2,C5,0.54
C2,C6,0.54
C2,C7,0.54
C2,C8,0.53
C2,C9,0.56
C2,CT,0.61
C2,CJ,0.58
C2,CQ,0.58
C2,CK,0.53
C2,DA,0.65
C2,D2,0.56
C2,D3,0.63
C2,D4,0.5
C2,D5,0.58
C2,D6,0.47
C2,D7,0.58
C2,D8,0.49
C2,D9,0.49
C2,DT,0.57
C2,DJ,0.6
C2,DQ,0.64
C2,DK,0.6
C2,HA,0.65
C2,H2,0.6
C2,H3,0.54
C2,H4,0.53
C2,H5,0.48
C2,H6,0.52
C2,H7,0.49
C2,H8,0.62
C2,H9,0.51
C2,HT,0.51
C2,HJ,0.54
C2,HQ,0.59
C2,HK,0.6
C2,SA,0.62
C2,S2,0.58
C2,S3,0.51
C2,S4,0.55
C2,S5,0.59
C2,S6,0.55
C2,S7,0.52
C2,S8,0.59
C2,S9,0.56
C2,ST,0.58
C2,SJ,0.65
C2,SQ,0.65
C2,SK,0.64
C3,C4,0.5
C3,C5,0.59
C3,C6,0.6
C3,C7,0.58
C3,C8,0.56
C3,C9,0.57
C3,CT,0.64
C3,CJ,0.58
C3,CQ,0.65
C3,CK,0.72
C3,DA,0.68
C3,D2,0.49
C3,D3,0.58
C3,D4,0.57
C3,D5,0.49
C3,D6,0.44
C3,D7,0.58
C3,D8,0.5
C3,D9,0.62
C3,DT,0.64
C3,DJ,0.63
C3,DQ,0.72
C3,DK,0.59
C3,HA,0.6
C3,H2,0.53
C3,H3,0.62
C3,H4,0.53
C3,H5,0.45
C3,H6,0.55
C3,H7,0.6
C3,H8,0.61
C3,H9,0.62
C3,HT,0.55
C3,HJ,0.56
C3,HQ,0.56
C3,HK,0.66
C3,SA,0.61
C3,S2,0.44
C3,S3,0.61
C3,S4,0.53
C3,S5,0.66
C3,S6,0.56
C3,S7,0.55
C3,S8,0.57
C3,S9,0.57
C3,ST,0.59
C3,SJ,0.57
C3,SQ,0.54
C3,SK,0.62
C4,C5,0.63
C4,C6,0.57
C4,C7,0.59
C4,C8,0.63
C4,C9,0.6
C4,CT,0.68
C4,CJ,0.63
C4,CQ,0.71
C4,CK,0.61
C4,DA,0.67
C4,D2,0.52
C4,D3,0.46
C4,D4,0.58
C4,D5,0.63
C4,D6,0.65
C4,D7,0.67
C4,D8,0.6
C4,D9,0.52
C4,DT,0.6
C4,DJ,0.53
C4,DQ,0.65
C4,DK,0.57
C4,HA,0.6
C4,H2,0.47
C4,H3,0.47
C4,H4,0.6
C4,H5,0.56
C4,H6,0.66
C4,H7,0.63
C4,H8,0.54
C4,H9,0.54
C4,HT,0.51
C4,HJ,0.47
C4,HQ,0.67
