CA,C2,0.3876
CA,C3,0.3938
CA,C4,0.4074
CA,C5,0.4121
CA,C6,0.4181
CA,C7,0.4275
CA,C8,0.4312
CA,C9,0.4425
CA,CT,0.4613
CA,CJ,0.4655
CA,CQ,0.4938
CA,CK,0.5046
CA,DA,0.6955
CA,D2,0.3431
CA,D3,0.3558
CA,D4,0.3586
CA,D5,0.3725
CA,D6,0.3809
CA,D7,0.3845
CA,D8,0.3927
CA,D9,0.3943
CA,DT,0.4288
CA,DJ,0.438
CA,DQ,0.4465
CA,DK,0.4609
CA,HA,0.6928
CA,H2,0.3543
CA,H3,0.3437
CA,H4,0.3625
CA,H5,0.3666
CA,H6,0.3754
CA,H7,0.3866
CA,H8,0.4018
CA,H9,0.407
CA,HT,0.4288
CA,HJ,0.4459
CA,HQ,0.4593
CA,HK,0.4704
CA,SA,0.6981
CA,S2,0.3441
CA,S3,0.3514
CA,S4,0.3578
CA,S5,0.3732
CA,S6,0.3797
CA,S7,0.387
CA,S8,0.3971
CA,S9,0.397
CA,ST,0.4364
CA,SJ,0.4393
CA,SQ,0.4589
CA,SK,0.4622
C2,C3,0.2935
C2,C4,0.2884
C2,C5,0.3064
C2,C6,0.3089
C2,C7,0.3046
C2,C8,0.3153
C2,C9,0.3265
C2,CT,0.3393
C2,CJ,0.3468
C2,CQ,0.3655
C2,CK,0.3756
C2,DA,0.3465
C2,D2,0.3475
C2,D3,0.251
C2,D4,0.2383
C2,D5,0.2501
C2,D6,0.2577
C2,D7,0.2585
C2,D8,0.2659
C2,D9,0.2756
C2,DT,0.2819
C2,DJ,0.3056
C2,DQ,0.3129
C2,DK,0.3266
C2,HA,0.3458
C2,H2,0.3553
C2,H3,0.2305
C2,H4,0.2403
C2,H5,0.2667
C2,H6,0.2587
C2,H7,0.2636
C2,H8,0.2669
C2,H9,0.2753
C2,HT,0.2858
C2,HJ,0.2981
C2,HQ,0.3154
C2,HK,0.3218
C2,SA,0.3471
C2,S2,0.3629
C2,S3,0.2401
C2,S4,0.2478
C2,S5,0.2551
C2,S6,0.2624
C2,S7,0.2562
C2,S8,0.273
C2,S9,0.2834
C2,ST,0.288
C2,SJ,0.2993
C2,SQ,0.3097
C2,SK,0.3269
C3,C4,0.3113
C3,C5,0.3251
C3,C6,0.3207
C3,C7,0.3229
C3,C8,0.3267
C3,C9,0.3352
C3,CT,0.3473
C3,CJ,0.3508
C3,CQ,0.3588
C3,CK,0.3808
C3,DA,0.3525
C3,D2,0.2398
C3,D3,0.3624
C3,D4,0.2637
C3,D5,0.2666
C3,D6,0.2833
C3,D7,0.2744
C3,D8,0.2747
C3,D9,0.29
C3,DT,0.3057
C3,DJ,0.3061
C3,DQ,0.3212
C3,DK,0.3421
C3,HA,0.3484
C3,H2,0.2363
C3,H3,0.3641
C3,H4,0.2636
C3,H5,0.2714
C3,H6,0.2904
C3,H7,0.2767
C3,H8,0.2789
C3,H9,0.2821
C3,HT,0.306
C3,HJ,0.3136
C3,HQ,0.3173
C3,HK,0.3351
C3,SA,0.352
C3,S2,0.2391
C3,S3,0.3616
C3,S4,0.2616
C3,S5,0.2756
C3,S6,0.2874
C3,S7,0.2807
C3,S8,0.2719
C3,S9,0.2862
C3,ST,0.2971
C3,SJ,0.3096
C3,SQ,0.3239
C3,SK,0.3457
C4,C5,0.3307
C4,C6,0.3393
C4,C7,0.338
C4,C8,0.3413
C4,C9,0.3481
C4,CT,0.3508
C4,CJ,0.3606
C4,CQ,0.3707
C4,CK,0.3758
C4,DA,0.3713
C4,D2,0.2428
C4,D3,0.2621
C4,D4,0.3914
C4,D5,0.2917
C4,D6,0.291
C4,D7,0.2911
C4,D8,0.2979
C4,D9,0.2963
C4,DT,0.3117
C4,DJ,0.3171
C4,DQ,0.3242
C4,DK,0.3456
C4,HA,0.3553
C4,H2,0.2447
C4,H3,0.2661
C4,H4,0.3904
C4,H5,0.2836
C4,H6,0.2951
C4,H7,0.2949
C4,H8,0.2971
C4,H9,0.2939
C4,HT,0.312
C4,HJ,0.319
C4,HQ,0.3318
C4,HK,0.3399
C4,SA,0.3641
C4,S2,0.2551
C4,S3,0.2597
C4,S4,0.3943
C4,S5,0.2862
C4,S6,0.2919
C4,S7,0.3099
C4,S8,0.2917
C4,S9,0.2885
C4,ST,0.3103
C4,SJ,0.3185
C4,SQ,0.3286
C4,SK,0.3437
C5,C6,0.3558
C5,C7,0.3536
C5,C8,0.356
C5,C9,0.3439
C5,CT,0.3613
C5,CJ,0.3679
C5,CQ,0.3731
C5,CK,0.3998
C5,DA,0.3708
C5,D2,0.2536
C5,D3,0.2711
C5,D4,0.2864
C5,D5,0.4021
C5,D6,0.3121
C5,D7,0.312
C5,D8,0.3227
C5,D9,0.311
C5,DT,0.311
C5,DJ,0.3255
C5,DQ,0.3345
C5,DK,0.3509
C5,HA,0.3709
C5,H2,0.2541
C5,H3,0.2692
C5,H4,0.2897
C5,H5,0.4042
C5,H6,0.3121
C5,H7,0.3069
C5,H8,0.3209
C5,H9,0.2992
C5,HT,0.3047
C5,HJ,0.3227
C5,HQ,0.3439
C5,HK,0.339
C5,SA,0.3642
C5,S2,0.2519
C5,S3,0.2781
C5,S4,0.2887
C5,S5,0.3986
C5,S6,0.313
C5,S7,0.3172
C5,S8,0.301
C5,S9,0.3038
C5,ST,0.3124
C5,SJ,0.3196
C5,SQ,0.343
C5,SK,0.3607
C6,C7,0.3636
C6,C8,0.3777
C6,C9,0.3756
C6,CT,0.3751
C6,CJ,0.3743
C6,CQ,0.3905
C6,CK,0.4016
C6,DA,0.3804
C6,D2,0.2655
C6,D3,0.2789
C6,D4,0.3021
C6,D5,0.3075
C6,D6,0.4298
C6,D7,0.3295
C6,D8,0.3271
C6,D9,0.3257
C6,DT,0.3283
C6,DJ,0.3358
C6,DQ,0.3469
C6,DK,0.361
C6,HA,0.377
C6,H2,0.2613
C6,H3,0.2831
C6,H4,0.2905
C6,H5,0.3081
C6,H6,0.4247
C6,H7,0.3225
C6,H8,0.3213
C6,H9,0.3321
C6,HT,0.3292
C6,HJ,0.3222
C6,HQ,0.3537
C6,HK,0.3606
C6,SA,0.3747
C6,S2,0.2631
C6,S3,0.28
C6,S4,0.296
C6,S5,0.3143
C6,S6,0.433
C6,S7,0.3316
C6,S8,0.3318
C6,S9,0.3225
C6,ST,0.3302
C6,SJ,0.3365
C6,SQ,0.3444
C6,SK,0.359
C7,C8,0.3795
C7,C9,0.388
C7,CT,0.3885
C7,CJ,0.3896
C7,CQ,0.3921
C7,CK,0.4148
C7,DA,0.3826
C7,D2,0.2585
C7,D3,0.2769
C7,D4,0.2977
C7,D5,0.3106
C7,D6,0.3272
C7,D7,0.4472
C7,D8,0.3515
C7,D9,0.3469
C7,DT,0.3489
C7,DJ,0.3495
C7,DQ,0.3561
C7,DK,0.3674
C7,HA,0.3876
C7,H2,0.258
C7,H3,0.2725
C7,H4,0.2905
C7,H5,0.3106
C7,H6,0.3361
C7,H7,0.4463
C7,H8,0.3418
C7,H9,0.3481
C7,HT,0.353
C7,HJ,0.3534
C7,HQ,0.3498
C7,HK,0.3732
C7,SA,0.3952
C7,S2,0.2669
C7,S3,0.2741
C7,S4,0.2963
C7,S5,0.3079
C7,S6,0.3322
