CA,C2,0.647
CA,C3,0.654
CA,C4,0.667
CA,C5,0.666
CA,C6,0.657
CA,C7,0.694
CA,C8,0.68
CA,C9,0.706
CA,CT,0.722
CA,CJ,0.719
CA,CQ,0.711
CA,CK,0.72
CA,DA,0.883
CA,D2,0.632
CA,D3,0.618
CA,D4,0.639
CA,D5,0.622
CA,D6,0.65
CA,D7,0.645
CA,D8,0.642
CA,D9,0.705
CA,DT,0.701
CA,DJ,0.689
CA,DQ,0.716
CA,DK,0.7
CA,HA,0.889
CA,H2,0.627
CA,H3,0.601
CA,H4,0.621
CA,H5,0.658
CA,H6,0.648
CA,H7,0.655
CA,H8,0.649
CA,H9,0.669
CA,HT,0.693
CA,HJ,0.693
CA,HQ,0.712
CA,HK,0.721
CA,SA,0.871
CA,S2,0.6
CA,S3,0.641
CA,S4,0.624
CA,S5,0.648
CA,S6,0.652
CA,S7,0.655
CA,S8,0.681
CA,S9,0.683
CA,ST,0.694
CA,SJ,0.682
CA,SQ,0.72
CA,SK,0.692
C2,C3,0.522
C2,C4,0.547
C2,C5,0.585
C2,C6,0.569
C2,C7,0.553
C2,C8,0.59
C2,C9,0.58
C2,CT,0.564
C2,CJ,0.587
C2,CQ,0.639
C2,CK,0.602
C2,DA,0.605
C2,D2,0.599
C2,D3,0.477
C2,D4,0.532
C2,D5,0.545
C2,D6,0.526
C2,D7,0.549
C2,D8,0.539
C2,D9,0.532
C2,DT,0.541
C2,DJ,0.577
C2,DQ,0.628
C2,DK,0.614
C2,HA,0.62
C2,H2,0.587
C2,H3,0.497
C2,H4,0.49
C2,H5,0.546
C2,H6,0.562
C2,H7,0.535
C2,H8,0.583
C2,H9,0.539
C2,HT,0.566
C2,HJ,0.594
C2,HQ,0.596
C2,HK,0.581
C2,SA,0.623
C2,S2,0.575
C2,S3,0.494
C2,S4,0.493
C2,S5,0.539
C2,S6,0.545
C2,S7,0.53
C2,S8,0.544
C2,S9,0.566
C2,ST,0.559
C2,SJ,0.569
C2,SQ,0.597
C2,SK,0.588
C3,C4,0.535
C3,C5,0.588
C3,C6,0.56
C3,C7,0.565
C3,C8,0.592
C3,C9,0.592
C3,CT,0.594
C3,CJ,0.628
C3,CQ,0.629
C3,CK,0.643
C3,DA,0.636
C3,D2,0.508
C3,D3,0.629
C3,D4,0.522
C3,D5,0.536
C3,D6,0.553
C3,D7,0.542
C3,D8,0.524
C3,D9,0.545
C3,DT,0.579
C3,DJ,0.599
C3,DQ,0.613
C3,DK,0.615
