hole1,hole2,max,min,mean,25%,50%,75%,var,stat
C2,SQ,188,12,42.100000000000001,14.0,30.0,62.5,1741.6100000000004,41.732601165036435
C2,SK,184,13,39.640000000000001,13.0,30.0,41.0,1541.8304000000001,39.266148270488664
C3,C4,176,4,51.869999999999997,4.0,32.0,72.0,2807.7330999999995,52.988046765284707
C3,C5,176,5,40.810000000000002,8.0,31.0,64.0,1637.3538999999998,40.464229882700103
C3,C6,178,6,55.810000000000002,6.0,34.0,71.0,3005.1739000000002,54.819466433010824
C3,C7,227,7,55.850000000000001,10.0,35.0,73.0,2664.6475000000005,51.620223749999383
C3,C8,184,8,55.359999999999999,10.25,36.0,73.25,2650.8903999999998,51.486798307915784
C3,C9,189,9,50.670000000000002,12.0,37.0,69.0,2408.9611,49.081168486497958
C3,CT,185,10,57.810000000000002,13.0,38.0,74.25,2542.2538999999997,50.420768538371163
C3,CJ,185,11,56.170000000000002,14.0,39.0,70.25,2490.5210999999999,49.9051209797151
C3,CQ,191,12,49.75,15.0,31.0,70.25,2322.2075,48.189288228816991
C3,CK,187,13,51.780000000000001,13.0,31.0,72.0,2315.3716000000004,48.118308365943214
C3,DA,189,14,42.200000000000003,14.0,31.0,71.25,1493.9000000000003,38.651002574318824
C3,D2,181,3,39.590000000000003,3.0,30.0,65.25,1895.3819000000005,43.535983967288495
C3,D3,199,3,82.069999999999993,31.0,70.0,87.0,2975.6850999999997,54.549840513057411
C3,D4,182,4,44.149999999999999,4.0,32.0,65.75,2240.3074999999999,47.331886714983163
C3,D5,187,5,40.210000000000001,8.0,32.0,65.0,1432.2858999999999,37.845553239449409
C3,D6,188,6,46.270000000000003,9.0,34.0,65.25,2129.7171000000003,46.148858057377758
C3,D7,185,7,35.25,7.0,31.0,61.5,1261.0074999999999,35.510667411356827
C3,D8,183,8,47.590000000000003,11.0,36.0,71.75,1998.4419,44.703936068315059
C3,D9,185,9,56.950000000000003,12.0,37.0,72.75,2377.8674999999998,48.763382778474259
C3,DT,192,10,46.189999999999998,13.0,31.0,69.0,1801.6338999999998,42.445658199632149
C3,DJ,185,11,43.219999999999999,11.0,31.0,69.0,1719.8515999999997,41.471093547192602
C3,DQ,178,12,46.93,15.0,31.0,71.0,1403.7650999999996,37.466853350661829
C3,DK,189,13,44.469999999999999,13.0,31.0,70.25,1478.5491000000004,38.451906324654445
C3,HA,187,14,46.960000000000001,14.0,31.0,70.5,1869.0583999999997,43.232608063821452
C3,H2,178,3,29.68,3.0,5.0,61.0,1216.3376000000003,34.876031884375841
C3,H3,199,3,84.890000000000001,62.5,70.5,87.0,2759.7778999999991,52.533588303103748
C3,H4,181,4,42.979999999999997,7.0,31.0,65.0,1957.9996000000001,44.249289259828799
C3,H5,184,5,44.079999999999998,5.0,31.0,64.25,2272.3736000000004,47.669419967102606
C3,H6,188,6,42.219999999999999,6.0,31.0,65.0,1856.8115999999998,43.090736823591214
C3,H7,180,7,34.75,7.0,20.5,61.0,1419.6675,37.678475287622774
C3,H8,187,8,41.170000000000002,8.0,31.0,67.0,1708.9010999999998,41.338857023386602
C3,H9,180,9,37.539999999999999,12.0,31.0,65.0,919.74839999999995,30.327353989426772
C3,HT,181,10,45.759999999999998,13.0,31.0,69.0,1728.9224000000004,41.58031264913722
C3,HJ,95,11,35.009999999999998,11.0,31.0,64.75,717.5299,26.786748589554499
C3,HQ,183,12,41.560000000000002,12.0,31.0,70.25,1360.0464000000002,36.878806922133478
C3,HK,184,13,39.390000000000001,15.25,31.0,63.25,1268.4579000000001,35.615416605734097
C3,SA,192,14,46.909999999999997,16.25,31.0,70.25,1808.4618999999998,42.526014391193534
C3,S2,177,3,38.899999999999999,5.0,31.0,61.0,1376.6499999999996,37.103234360362706
C3,S3,199,31,74.890000000000001,31.0,68.0,87.0,2321.2779,48.179641966291115
C3,S4,186,4,35.630000000000003,4.0,19.0,64.25,1553.0730999999996,39.409048453369181
C3,S5,176,5,38.990000000000002,5.0,31.0,64.25,1759.9099000000006,41.951280075821295
C3,S6,177,6,37.729999999999997,9.0,31.0,65.0,1224.6370999999999,34.994815330274285
C3,S7,185,7,44.630000000000003,10.0,35.0,66.0,1591.9530999999997,39.899286961047309
C3,S8,188,8,41.649999999999999,8.0,31.0,67.0,1512.2474999999999,38.887626566814284
C3,S9,181,9,42.530000000000001,12.0,34.0,68.0,1239.1491000000001,35.201549681796685
C3,ST,181,10,38.810000000000002,10.0,31.0,65.5,1118.2138999999997,33.439705441286407
C3,SJ,183,11,40.909999999999997,14.0,31.0,65.0,1247.9819000000002,35.326787286703556
C3,SQ,183,12,41.299999999999997,14.25,31.0,70.25,1424.5499999999997,37.743211310115093
C3,SK,195,13,51.210000000000001,16.0,41.0,72.0,1954.7658999999999,44.212734590839318
C4,C5,184,5,59.979999999999997,9.0,33.0,88.25,3049.3196000000003,55.220644690188109
C4,C6,178,6,63.490000000000002,10.0,34.0,115.25,3340.7098999999994,57.798874556517099
C4,C7,186,7,54.859999999999999,11.0,35.0,72.5,2730.3804,52.253042016709422
C4,C8,180,8,48.689999999999998,12.0,36.0,69.0,2216.4139,47.078805209988069
C4,C9,189,9,60.899999999999999,13.0,37.0,73.5,2841.7499999999995,53.308066931750581
C4,CT,180,10,51.469999999999999,10.0,38.0,75.0,2103.1491000000001,45.860103575984212
C4,CJ,191,11,51.719999999999999,14.0,32.0,71.0,2813.7016000000003,53.044336172677291
C4,CQ,187,12,58.369999999999997,16.0,40.0,73.25,2246.5931,47.398239418780101
C4,CK,185,13,49.030000000000001,13.0,32.0,73.0,1981.4290999999998,44.51324634308309
C4,DA,186,14,39.590000000000003,14.0,18.0,67.5,1186.8819000000003,34.451152375501174
C4,D2,181,4,37.359999999999999,4.0,30.0,62.0,1741.7303999999992,41.734043657426717
C4,D3,177,4,40.310000000000002,7.0,32.0,67.0,1390.1539000000005,37.28476766723913
C4,D4,200,4,76.109999999999999,32.0,68.0,88.0,2285.4579000000003,47.806462952199261
C4,D5,184,5,41.299999999999997,9.0,32.0,67.0,1584.9300000000001,39.811179334453278
C4,D6,185,6,40.640000000000001,9.0,32.0,66.0,1753.8504000000003,41.878997122662817
C4,D7,183,7,42.68,11.0,32.0,67.0,1523.5575999999999,39.032775970970853
C4,D8,229,8,39.539999999999999,8.0,32.0,67.25,1409.7284000000002,37.546350022339055
C4,D9,181,9,45.560000000000002,12.0,37.0,69.0,1632.2063999999998,40.400574253344466
C4,DT,187,10,39.350000000000001,10.0,32.0,68.25,1452.7474999999999,38.11492489826
C4,DJ,192,11,48.119999999999997,14.0,32.0,71.0,2282.4655999999995,47.775156723971087
C4,DQ,190,12,41.329999999999998,16.0,32.0,66.5,1295.8611000000001,35.998070781640507
C4,DK,185,13,40.409999999999997,17.0,32.0,68.25,911.68189999999993,30.194070609972414
C4,HA,186,14,44.68,17.0,32.0,70.25,1403.4776000000002,37.463016429540218
C4,H2,179,4,38.509999999999998,4.0,30.0,64.0,1611.3499000000004,40.141623036444358
C4,H3,180,4,42.200000000000003,4.0,31.0,67.0,2022.2600000000002,44.969545250091201
C4,H4,200,4,79.890000000000001,32.0,68.5,88.0,2716.8779,52.123678880140453
C4,H5,177,5,38.890000000000001,5.0,32.0,67.25,1238.4578999999999,35.191730562733056
C4,H6,182,6,43.600000000000001,10.0,34.0,69.25,1483.6200000000003,38.517788098487692
C4,H7,184,7,45.509999999999998,11.0,35.0,67.0,1675.2899000000004,40.930305398323142
C4,H8,188,8,44.520000000000003,8.0,32.0,69.0,1421.8496000000002,37.707421020271333
C4,H9,191,9,40.479999999999997,9.0,32.0,68.25,1488.0696000000003,38.575505181397176
C4,HT,183,10,47.329999999999998,14.0,38.0,70.0,1576.8010999999999,39.708954909440763
C4,HJ,186,11,47.259999999999998,11.0,32.0,71.0,1787.1724000000002,42.27496185687221
C4,HQ,121,12,37.439999999999998,12.0,32.0,65.25,807.0863999999998,28.409266094005311
C4,HK,186,13,46.630000000000003,17.0,32.0,73.0,1327.9131000000002,36.440541982797129
C4,SA,195,14,42.600000000000001,14.0,32.0,71.25,1128.0600000000002,33.586604472616763
C4,S2,184,4,32.82,4.0,30.0,32.0,1539.8476000000003,39.240891936855874
C4,S3,177,4,35.539999999999999,4.0,31.0,63.0,1668.5083999999999,40.84737935290341
C4,S4,200,32,75.769999999999996,32.0,69.0,88.0,2325.7770999999998,48.226311283364808
C4,S5,174,5,41.640000000000001,9.0,33.0,65.0,1349.4704000000002,36.735138491640399
C4,S6,185,6,36.340000000000003,6.0,32.0,64.0,1470.8244,38.351328529791509
C4,S7,186,7,40.840000000000003,7.0,32.0,67.0,1856.5743999999997,43.087984404007571
C4,S8,183,8,48.299999999999997,12.0,34.0,68.5,1998.0299999999997,44.699328854021957
C4,S9,187,9,41.880000000000003,13.0,34.5,69.0,1024.4056,32.006336872563224
C4,ST,191,10,50.289999999999999,10.0,35.0,70.0,2321.3658999999998,48.180555206431563
C4,SJ,185,11,48.950000000000003,15.0,32.0,71.5,1988.4675000000007,44.592235871281453
C4,SQ,184,12,44.950000000000003,12.0,32.0,72.0,1215.3674999999998,34.862121277971596
C4,SK,185,13,52.039999999999999,17.0,32.0,72.25,2410.5783999999999,49.097641491216251
C5,C6,184,6,57.619999999999997,9.75,34.0,89.0,2768.4155999999994,52.615735288979849
C5,C7,228,7,58.670000000000002,12.0,35.0,77.75,2998.9611,54.762771113229832
C5,C8,185,8,64.019999999999996,13.0,36.0,92.0,3128.2996000000003,55.931204170838306
C5,C9,190,9,56.100000000000001,12.75,37.0,75.5,2339.9500000000003,48.373029675636403
C5,CT,183,10,50.789999999999999,10.0,35.5,71.0,2090.4859000000001,45.721831765579999
C5,CJ,187,11,61.119999999999997,16.0,39.0,77.75,2573.4055999999996,50.728745302835939
C5,CQ,185,12,45.289999999999999,12.0,25.0,72.25,1838.2258999999997,42.874536732191054
C5,CK,186,13,54.920000000000002,13.0,33.0,74.25,2570.1336000000001,50.6964850852601
C5,DA,187,14,44.5,14.0,33.0,73.0,1366.4300000000001,36.965253955572926
C5,D2,181,5,42.060000000000002,6.5,33.0,66.0,1677.4964000000002,40.957250884306191
C5,D3,186,5,43.340000000000003,5.0,33.0,67.25,1642.3644000000004,40.526095296734425
C5,D4,184,5,45.530000000000001,9.0,32.0,69.25,1718.0291,41.449114586442015
C5,D5,201,5,92.510000000000005,33.0,71.5,131.5,3413.6699000000003,58.426619789270717
C5,D6,179,6,41.189999999999998,6.0,33.0,67.0,1709.0338999999994,41.340463229141491
C5,D7,187,7,51.780000000000001,12.0,35.0,71.5,2044.1516000000001,45.212294788033049
C5,D8,190,8,48.350000000000001,11.75,33.0,74.0,1835.0675000000001,42.837687846101126
C5,D9,184,9,39.409999999999997,9.0,33.0,69.0,1335.6219000000001,36.546161221118695
C5,DT,122,10,36.399999999999999,15.0,33.0,67.0,788.08000000000015,28.072762600071982
C5,DJ,193,11,47.560000000000002,11.0,36.0,72.0,1780.7864,42.19936492413126
C5,DQ,190,12,45.579999999999998,12.0,33.0,73.0,1479.6236000000001,38.465875786208223
C5,DK,190,13,48.829999999999998,18.0,41.0,74.0,1242.4411000000002,35.248277972122274
C5,HA,189,14,45.189999999999998,14.0,33.0,68.5,1633.3938999999998,40.415268154498243
C5,H2,183,5,45.100000000000001,5.0,30.0,67.25,1926.5900000000006,43.892937928555213
C5,H3,176,5,43.75,7.25,33.0,68.0,1911.0675000000001,43.715758028427231
C5,H4,185,5,42.289999999999999,8.0,32.0,65.0,1809.0259000000003,42.532645109374521
C5,H5,201,5,73.040000000000006,33.0,67.0,78.5,2735.3184000000001,52.300271509811495
C5,H6,186,6,51.979999999999997,11.0,34.0,73.25,2184.5196000000001,46.738844658378113
C5,H7,186,7,43.689999999999998,12.0,33.0,68.0,1597.9138999999998,39.973915244819338
C5,H8,189,8,40.840000000000003,8.0,33.0,69.0,1782.0743999999997,42.214623058840637
C5,H9,184,9,49.960000000000001,14.0,35.0,71.5,1986.5183999999997,44.570375811742935
C5,HT,190,10,44.649999999999999,15.0,33.0,68.25,1708.1275000000001,41.329499150122786
C5,HJ,185,11,46.25,11.0,33.0,72.0,1544.5875000000001,39.301240438439095
C5,HQ,185,12,42.009999999999998,12.0,33.0,70.5,1098.9299000000001,33.150111613688424
C5,HK,193,13,51.159999999999997,18.0,41.0,73.25,1902.7744,43.620802376847678
C5,SA,190,14,48.899999999999999,14.0,33.0,73.25,2207.0099999999998,46.97882501723516
C5,S2,182,5,38.740000000000002,5.0,30.0,63.0,1462.8923999999997,38.247776405955939
C5,S3,181,5,37.780000000000001,5.0,31.0,64.0,1496.9915999999994,38.690975692013758
C5,S4,186,5,42.409999999999997,9.0,32.0,67.0,1927.8619000000003,43.907424201380799
C5,S5,201,33,86.890000000000001,63.0,72.5,89.0,2568.0178999999994,50.67561445113418
C5,S6,184,6,40.579999999999998,6.0,33.0,67.0,1490.5036000000002,38.607040808640079
C5,S7,180,7,47.479999999999997,7.0,33.0,71.25,2106.1496000000002,45.892805536380102
C5,S8,190,8,48.369999999999997,8.0,34.5,70.0,1835.7530999999997,42.845689398117983
C5,S9,117,9,40.950000000000003,14.0,33.0,70.0,1074.8475000000001,32.784866935828795
C5,ST,192,10,48.280000000000001,15.0,33.0,71.0,2022.2216000000001,44.969118292445984
C5,SJ,184,11,42.329999999999998,16.0,33.0,69.0,1137.0410999999999,33.720040035563422
C5,SQ,185,12,45.0,15.75,33.0,70.25,1468.6800000000001,38.323361021705807
C5,SK,187,13,46.840000000000003,18.0,37.0,71.25,1128.4544000000001,33.592475347910877
C6,C7,227,7,59.280000000000001,13.0,34.0,90.0,2988.9815999999996,54.671579454045407
C6,C8,182,8,55.979999999999997,14.0,36.0,76.0,2766.2396000000008,52.595052999307839
C6,C9,187,9,58.609999999999999,15.0,37.0,79.0,2690.2379000000005,51.867503313732009
C6,CT,187,10,58.560000000000002,14.5,38.0,75.5,2429.8463999999999,49.293472184458665
C6,CJ,191,11,59.189999999999998,17.0,39.0,79.25,2421.0538999999994,49.204206121021805
C6,CQ,186,12,50.579999999999998,18.0,34.0,74.0,2250.5236,47.43968381007614
C6,CK,187,13,61.890000000000001,19.0,41.0,79.5,2526.5579000000002,50.264877399631644
C6,DA,188,14,46.960000000000001,14.0,34.0,75.0,1429.4384,37.807914515349822
C6,D2,177,6,38.630000000000003,6.0,30.0,66.0,1492.0931000000003,38.627620946674938
C6,D3,228,6,44.210000000000001,6.0,31.0,67.0,2260.6258999999995,47.546039793025869
C6,D4,186,6,44.590000000000003,9.0,32.0,66.25,1991.5818999999997,44.627143085794764
C6,D5,187,6,51.280000000000001,11.0,34.0,74.25,2110.0215999999996,45.934971427007547
C6,D6,202,6,83.209999999999994,56.5,73.0,90.0,2381.7059000000004,48.802724309202254
C6,D7,188,7,47.020000000000003,7.0,35.0,71.25,1767.3195999999998,42.039500472769653
C6,D8,182,8,43.460000000000001,8.0,34.0,70.0,1456.4883999999997,38.163967299011247
C6,D9,183,9,38.490000000000002,9.0,34.0,67.0,992.62990000000002,31.506029581653095
C6,DT,189,10,39.939999999999998,10.0,34.0,69.0,1175.2764000000002,34.282304473299341
C6,DJ,234,11,49.969999999999999,17.0,34.0,73.0,2180.5890999999997,46.696778261460388
C6,DQ,186,12,49.509999999999998,12.0,34.0,73.25,1943.5699000000002,44.085937667242604
C6,DK,187,13,45.780000000000001,19.0,37.5,70.5,1356.3915999999999,36.829222093332355
C6,HA,191,14,47.600000000000001,20.0,34.0,75.0,1362.0799999999997,36.906368014205889
C6,H2,176,6,37.170000000000002,8.0,30.0,64.0,1105.9010999999998,33.255091339522735
C6,H3,184,6,43.219999999999999,9.0,34.0,66.0,1464.8115999999998,38.27285722284136
C6,H4,178,6,45.090000000000003,10.0,34.0,69.0,1340.6818999999998,36.615323295035914
C6,H5,185,6,44.890000000000001,11.0,34.0,70.25,1523.5179000000001,39.032267420686694
C6,H6,202,6,86.870000000000005,64.0,72.0,90.0,2663.4931000000006,51.609040874637465
C6,H7,181,7,45.299999999999997,13.0,35.0,69.0,1479.6900000000001,38.466738879192761
C6,H8,182,8,43.399999999999999,8.0,34.0,70.0,1655.1600000000001,40.683657652674249
C6,H9,184,9,40.789999999999999,13.5,34.0,68.5,1135.0459000000001,33.690442264832321
C6,HT,185,10,47.689999999999998,10.0,36.0,72.0,1925.0539000000001,43.875436180168059
C6,HJ,185,11,40.5,11.0,34.0,69.0,1225.3499999999999,35.004999642908153
C6,HQ,186,12,57.530000000000001,18.0,40.0,76.25,2122.9090999999999,46.075037710239584
C6,HK,191,13,47.079999999999998,19.0,34.0,74.0,1416.5936000000002,37.637661989023712
C6,SA,190,14,53.469999999999999,14.0,42.0,76.0,1975.6891000000001,44.448724391145355
C6,S2,176,6,34.409999999999997,6.0,30.0,62.25,1154.9218999999998,33.984141890005105
C6,S3,117,6,37.460000000000001,9.0,31.0,65.0,967.40840000000014,31.103189547054498
C6,S4,186,6,44.770000000000003,6.0,34.0,69.0,1775.4571000000003,42.136173295637569
C6,S5,188,6,44.590000000000003,6.0,34.0,69.25,1696.8018999999999,41.192255340051481
C6,S6,202,6,80.609999999999999,34.0,72.0,90.0,2899.1978999999997,53.844200244780303
C6,S7,185,7,46.659999999999997,13.0,35.0,69.0,1609.5043999999998,40.118629089239825
C6,S8,189,8,50.719999999999999,12.5,36.0,73.25,2198.9016000000001,46.892447153033082
C6,S9,188,9,50.219999999999999,9.0,34.0,76.0,2109.6516000000001,45.930943817866407
C6,ST,186,10,44.710000000000001,14.5,34.0,69.25,1801.3259,42.442029876055649
C6,SJ,185,11,49.100000000000001,11.0,39.0,73.0,1584.7899999999997,39.809420995538225
C6,SQ,186,12,49.109999999999999,18.0,40.0,73.25,1733.8179,41.639139040090633
C6,SK,186,13,42.600000000000001,13.0,34.0,71.0,1075.5400000000002,32.795426510414529
C7,C8,186,8,56.780000000000001,15.0,36.0,77.25,2330.1316000000002,48.271436688791439
C7,C9,184,9,54.840000000000003,16.0,37.0,72.75,2074.5143999999996,45.546837431373866
C7,CT,231,10,64.489999999999995,17.0,38.0,80.5,2840.0898999999995,53.292493842941894
C7,CJ,185,11,47.859999999999999,18.0,37.0,72.25,1667.5404000000001,40.835528648469825
C7,CQ,194,12,52.289999999999999,19.0,35.0,75.0,1761.9059,41.975062834973812
C7,CK,188,13,50.159999999999997,20.0,35.0,73.5,1637.5943999999997,40.467201534081887
C7,DA,193,14,50.039999999999999,14.0,35.0,75.5,1676.0584000000006,40.939692231378594
C7,D2,187,7,44.75,7.0,35.0,68.0,2054.0475000000001,45.321600810209695
