hole1,hole2,max,min,mean,25%,50%,75%,var,stat
C2,H7,189,7,40.457000000000001,9.0,30.0,65.0,1533.0821510000001,39.154592974515772
C2,H8,232,8,41.689,10.0,30.0,66.0,1624.3202790000003,40.302856958285233
C2,H9,190,9,42.5,9.0,30.0,67.0,1755.8579999999999,41.902959322701783
C2,HT,192,10,41.295999999999999,11.5,30.0,68.0,1340.478384,36.612544079864215
C2,HJ,192,11,41.731000000000002,11.0,30.0,68.0,1503.6506390000002,38.776934368255574
C2,HQ,194,12,42.380000000000003,12.0,30.0,70.0,1522.1516000000001,39.014761309022511
C2,HK,195,13,41.811999999999998,13.0,30.0,66.0,1452.410656,38.110505848125399
C2,SA,195,14,44.481999999999999,14.0,30.0,71.0,1415.651676,37.625146856856254
C2,S2,198,2,78.212999999999994,30.0,67.0,86.0,2797.3076310000001,52.889579606950932
C2,S3,184,3,36.694000000000003,3.0,30.0,63.0,1692.5463639999998,41.140568348043026
C2,S4,186,4,40.344000000000001,6.0,30.0,62.0,1833.1156640000004,42.814900023239581
C2,S5,186,5,40.625999999999998,7.0,30.0,64.0,1647.0381239999999,40.583717473883539
C2,S6,188,6,39.752000000000002,6.0,30.0,64.0,1689.2024960000001,41.099908710360907
C2,S7,189,7,37.936,7.0,30.0,65.0,1378.7839040000001,37.131979532473082
C2,S8,190,8,40.68,8.0,30.0,66.0,1495.1655999999996,38.667371257948211
C2,S9,190,9,41.134999999999998,10.5,30.0,67.0,1524.7907750000002,39.04856943602416
C2,ST,192,10,42.981000000000002,10.0,30.0,68.0,1656.050639,40.694602086763304
C2,SJ,233,11,43.548999999999999,11.0,30.0,69.0,1646.4095989999998,40.575973173788448
C2,SQ,193,12,42.594000000000001,12.0,30.0,70.0,1430.6791640000004,37.824319742726374
C2,SK,195,13,41.746000000000002,13.0,30.0,68.0,1420.9754840000003,37.695828469473916
C3,C4,186,4,53.912999999999997,7.0,32.0,72.0,2753.3834309999997,52.472692240821793
C3,C5,229,5,49.652999999999999,8.0,33.0,70.0,2572.5505910000011,50.720317339306945
C3,C6,188,6,55.624000000000002,9.0,34.0,73.0,2628.836624,51.272181775305796
C3,C7,189,7,51.941000000000003,10.0,35.0,71.0,2411.4215190000004,49.106226886210678
C3,C8,189,8,53.046999999999997,11.0,33.5,71.0,2611.6867910000001,51.104665061029408
C3,C9,187,9,51.921999999999997,12.0,37.0,71.0,2374.5699160000004,48.729558955525142
C3,CT,191,10,53.271000000000001,13.0,38.0,72.0,2357.2195590000001,48.551205536011153
C3,CJ,192,11,53.823,14.0,39.0,72.0,2248.4756710000001,47.418094341717278
C3,CQ,194,12,53.274999999999999,15.0,40.0,71.0,2195.7013750000001,46.858311696005437
C3,CK,195,13,57.798000000000002,16.0,41.0,77.0,2467.413196,49.673063082519889
C3,DA,195,14,45.558999999999997,17.0,31.0,72.0,1675.8205189999999,40.936786867071042
C3,D2,185,3,37.076999999999998,5.0,30.0,63.0,1464.6770710000001,38.271099683703888
C3,D3,199,3,74.430000000000007,31.0,66.0,87.0,2641.7530999999994,51.397987314679938
C3,D4,186,4,41.506999999999998,7.0,31.0,65.0,1733.0219509999999,41.629580240497262
C3,D5,187,5,38.906999999999996,5.0,31.0,64.0,1632.8003510000003,40.407924358967023
C3,D6,188,6,42.710000000000001,9.0,31.0,67.0,1632.7958999999998,40.407869283098805
C3,D7,227,7,42.308999999999997,10.0,31.0,66.25,1586.2215189999999,39.827396588278276
C3,D8,190,8,39.552999999999997,8.0,31.0,67.0,1398.7011910000001,37.399213775158429
C3,D9,191,9,41.738999999999997,9.0,31.0,68.0,1542.8588790000001,39.279242342489248
C3,DT,191,10,40.652000000000001,10.0,31.0,68.0,1343.0048960000001,36.647031203086563
C3,DJ,193,11,43.753,14.0,31.0,70.0,1476.3379910000003,38.423143949968491
C3,DQ,193,12,44.703000000000003,12.0,31.0,71.0,1667.2387910000002,40.831835508583254
C3,DK,195,13,43.372999999999998,13.0,31.0,71.0,1357.8438710000003,36.848933105315275
C3,HA,190,14,44.186999999999998,14.0,31.0,70.0,1415.606031,37.624540276261186
C3,H2,185,3,35.972999999999999,3.0,30.0,62.0,1506.112271,38.80866231912664
C3,H3,199,3,77.582999999999998,31.0,68.0,87.0,2792.9931110000002,52.84877587040215
C3,H4,186,4,38.619,4.0,31.0,63.0,1623.789839,40.29627574602894
C3,H5,185,5,41.203000000000003,8.0,31.0,65.0,1649.9737909999999,40.619869411409979
C3,H6,226,6,43.762,6.0,31.0,67.0,1891.5773560000002,43.492267772559302
C3,H7,189,7,43.100999999999999,7.0,31.0,66.25,1650.3747990000002,40.624805217994584
C3,H8,189,8,42.100000000000001,8.0,31.0,67.0,1574.54,39.680473787494016
C3,H9,233,9,40.201000000000001,9.0,31.0,68.0,1592.8085990000004,39.910006251565541
C3,HT,191,10,40.917000000000002,13.0,31.0,69.0,1389.4701110000001,37.27559672225248
C3,HJ,192,11,41.906999999999996,11.0,31.0,70.0,1344.8063510000002,36.671601423990204
C3,HQ,226,12,43.570999999999998,12.0,31.0,70.0,1449.4509589999998,38.071655585225074
C3,HK,193,13,45.601999999999997,13.0,31.0,72.0,1593.7755959999997,39.922119132130241
C3,SA,187,14,45.878999999999998,17.0,31.0,71.0,1527.9403590000002,39.088877689184173
C3,S2,185,3,38.179000000000002,5.0,30.0,61.0,1597.288959,39.966097620358184
C3,S3,199,3,81.114999999999995,31.0,68.0,87.0,2953.4137750000004,54.345319715684816
C3,S4,185,4,42.363,7.0,31.0,66.25,1885.3552310000002,43.420677459017149
C3,S5,187,5,42.764000000000003,5.0,31.0,65.0,1889.6443039999997,43.470039153421517
C3,S6,186,6,42.616999999999997,9.0,31.0,65.0,1689.4003110000003,41.102315153772061
C3,S7,187,7,42.171999999999997,10.0,31.0,66.0,1659.9624160000003,40.74263634081624
C3,S8,190,8,39.558999999999997,8.0,31.0,67.0,1441.132519,37.962251237248829
C3,S9,191,9,42.188000000000002,9.0,31.0,68.0,1629.7786560000002,40.370517162899958
C3,ST,192,10,42.295000000000002,10.0,31.0,68.0,1520.5719749999998,38.994512113885975
C3,SJ,192,11,42.340000000000003,14.0,31.0,69.0,1517.7844,38.958752546764124
C3,SQ,193,12,43.097000000000001,12.0,31.0,68.0,1495.817591,38.675801103532429
C3,SK,233,13,44.127000000000002,13.0,31.0,71.0,1466.3588709999999,38.293065573286242
C4,C5,227,5,55.302,9.0,33.0,74.0,2804.6787960000001,52.959218234411281
C4,C6,226,6,54.439999999999998,10.0,34.0,74.0,2714.2224000000001,52.098199585014456
C4,C7,189,7,52.677,11.0,35.0,73.0,2425.9666710000001,49.254103087966186
C4,C8,228,8,53.222999999999999,12.0,36.0,73.0,2566.5252709999995,50.660885019904654
C4,C9,190,9,54.581000000000003,13.0,37.0,72.0,2488.2434390000003,49.882295847324436
C4,CT,192,10,57.228999999999999,14.0,38.0,75.0,2454.6565590000005,49.54449070280166
C4,CJ,193,11,55.585999999999999,15.0,39.0,73.0,2374.5466040000001,48.729319757205722
C4,CQ,194,12,54.215000000000003,16.0,40.0,72.0,2351.0687749999997,48.487820893498601
C4,CK,193,13,53.816000000000003,17.0,41.0,73.0,2154.5721439999998,46.417368990497508
C4,DA,195,14,44.317,14.0,32.0,70.0,1365.5925109999998,36.953924162394443
C4,D2,226,4,40.223999999999997,4.0,30.0,63.0,1871.5638240000003,43.261574451237905
C4,D3,185,4,38.692999999999998,4.0,31.0,64.0,1524.3087510000003,39.042396839845786
C4,D4,200,4,78.097999999999999,32.0,69.0,88.0,2754.188396,52.480362003324636
C4,D5,227,5,42.619999999999997,9.0,32.0,65.25,1912.6976,43.73439836101555
C4,D6,188,6,43.058,6.0,32.0,67.0,1745.7046359999999,41.781630365508718
C4,D7,187,7,43.137,11.0,32.0,67.0,1709.2182310000001,41.34269259494355
C4,D8,190,8,42.055999999999997,8.0,32.0,68.0,1681.002864,41.000034926814394
C4,D9,190,9,44.389000000000003,13.0,32.0,69.0,1558.597679,39.479079003948407
C4,DT,191,10,42.557000000000002,10.0,32.0,70.0,1560.1107509999997,39.498237315100525
C4,DJ,193,11,45.741,11.0,32.0,71.0,1733.6879190000002,41.637578207671979
C4,DQ,193,12,44.484999999999999,12.0,32.0,72.0,1462.4777749999998,38.242355772101696
C4,DK,191,13,44.427999999999997,13.0,32.0,71.25,1486.6928160000002,38.557655737868714
C4,HA,194,14,43.963999999999999,14.0,32.0,69.0,1429.128704,37.803818643094772
C4,H2,184,4,38.283999999999999,6.0,30.0,63.0,1665.0753440000003,40.80533474927023
C4,H3,186,4,39.664999999999999,7.0,31.0,64.0,1623.9987750000003,40.298868160284606
C4,H4,200,4,77.025999999999996,32.0,69.0,88.0,2576.1453240000001,50.755741783565732
C4,H5,187,5,41.725999999999999,5.0,32.0,66.0,1710.9309239999998,41.363400778949497
C4,H6,187,6,43.189999999999998,10.0,32.0,67.0,1689.9578999999999,41.109097533271147
C4,H7,189,7,43.883000000000003,11.0,32.0,67.0,1789.6113109999997,42.303797831873197
C4,H8,190,8,41.335000000000001,8.0,32.0,68.0,1370.828775,37.024704927926166
C4,H9,190,9,42.698,13.0,32.0,69.0,1428.886796,37.800618989640896
C4,HT,228,10,44.045000000000002,14.0,32.0,70.0,1457.1969749999996,38.173249468705173
C4,HJ,193,11,43.988999999999997,11.0,32.0,71.0,1568.874879,39.609025221532526
C4,HQ,228,12,44.088999999999999,12.0,32.0,70.0,1639.3290790000001,40.488629008648836
C4,HK,195,13,43.831000000000003,13.0,32.0,70.0,1400.2804389999999,37.420321203859274
C4,SA,195,14,43.817,14.0,32.0,69.0,1434.0735110000001,37.869163061784192
C4,S2,186,4,38.347999999999999,4.0,30.0,62.0,1543.2248959999997,39.283901231929597
C4,S3,186,4,40.469999999999999,6.25,31.0,65.0,1822.2051000000001,42.687294362608647
C4,S4,200,4,78.462000000000003,32.0,69.0,88.0,2560.4325560000002,50.6007169514425
C4,S5,187,5,41.517000000000003,5.0,32.0,67.0,1623.1237110000002,40.28800951896234
C4,S6,186,6,44.584000000000003,10.0,32.0,67.0,1886.7209440000001,43.436401140057633
C4,S7,226,7,42.478999999999999,7.0,32.0,67.0,1774.0935590000001,42.119990016618004
C4,S8,190,8,43.088999999999999,8.0,32.0,68.0,1701.7890789999999,41.252746320699664
C4,S9,188,9,44.784999999999997,13.0,32.0,69.0,1715.3027749999999,41.416213914359673
C4,ST,192,10,46.073999999999998,14.0,32.0,70.0,1693.8865239999998,41.156852697940835
C4,SJ,193,11,44.078000000000003,11.0,32.0,71.0,1608.9059160000002,40.11116946687045
C4,SQ,194,12,44.991,12.0,32.0,72.0,1608.9929190000003,40.112253975562133
C4,SK,195,13,42.994999999999997,13.0,32.0,68.25,1472.8889749999998,38.378235694205642
C5,C6,187,6,57.700000000000003,11.0,34.0,75.0,2612.038,51.108101119098528
C5,C7,189,7,53.381,12.0,35.0,73.0,2342.0258389999999,48.394481493244662
C5,C8,229,8,58.161999999999999,13.0,36.0,77.0,2765.2837560000003,52.585965390016376
C5,C9,229,9,53.960000000000001,14.0,37.0,72.0,2328.9543999999996,48.259241601997843
C5,CT,191,10,55.052999999999997,15.0,38.0,73.0,2399.3241910000002,48.982896923313959
C5,CJ,193,11,53.847999999999999,16.0,33.0,73.0,2425.0368959999996,49.244663629676666
C5,CQ,194,12,56.524000000000001,17.0,40.0,74.0,2342.1734239999996,48.396006281510459
C5,CK,228,13,55.877000000000002,18.0,41.0,74.0,2357.1078709999997,48.550055314077653
C5,DA,228,14,48.418999999999997,19.0,33.0,74.0,1666.3514390000003,40.820968129136773
C5,D2,185,5,39.301000000000002,7.0,30.0,63.0,1537.7443990000002,39.214084191779875
C5,D3,187,5,42.098999999999997,5.0,31.0,65.0,1839.9871989999999,42.895071966369279
C5,D4,226,5,45.682000000000002,9.0,33.0,69.0,2034.7888759999998,45.10863416243059
C5,D5,201,5,77.349999999999994,33.0,69.0,89.0,2463.7055,49.635728059533889
C5,D6,188,6,47.225999999999999,11.0,34.0,69.0,1929.612924,43.927359629278882
C5,D7,189,7,44.055999999999997,7.0,33.0,68.0,1794.8248640000002,42.365373408008573
C5,D8,228,8,43.892000000000003,13.0,33.0,69.0,1628.4263360000004,40.353764830558255
C5,D9,189,9,43.302999999999997,9.0,33.0,70.0,1492.1911909999999,38.628890626058627
C5,DT,192,10,44.578000000000003,10.0,33.0,71.0,1679.469916,40.981336191002853
C5,DJ,193,11,45.466999999999999,11.0,33.0,72.0,1590.1909110000004,39.877197883000761
C5,DQ,194,12,48.402999999999999,17.0,33.0,73.0,1917.5365910000003,43.789685897480474
C5,DK,226,13,46.225999999999999,18.0,33.0,73.0,1507.6689240000001,38.82871262352127
C5,HA,195,14,46.890999999999998,17.75,33.0,73.0,1541.1771189999999,39.257828760643399
C5,H2,187,5,38.759999999999998,7.0,30.0,63.0,1533.1464000000001,39.155413418836481
C5,H3,187,5,39.569000000000003,5.0,31.0,64.0,1493.9432389999997,38.651561921868044
C5,H4,187,5,45.780000000000001,9.0,32.0,68.0,1972.2855999999999,44.410422200199811
C5,H5,201,5,81.001000000000005,33.0,71.0,89.0,2759.2509989999999,52.528573167372443
C5,H6,188,6,45.898000000000003,11.0,34.0,69.25,1731.3855959999999,41.609921845636769
C5,H7,187,7,46.087000000000003,7.0,35.0,70.0,1782.2934310000001,42.217217234204341
C5,H8,190,8,46.798999999999999,13.0,33.0,70.0,1905.4625989999997,43.651604770042532
C5,H9,189,9,43.670999999999999,9.0,33.0,70.0,1540.5087590000001,39.249315395303391
C5,HT,192,10,42.143000000000001,15.0,33.0,70.0,1416.100551,37.631111477074391
C5,HJ,191,11,44.152999999999999,11.0,33.0,71.0,1647.845591,40.593664419463295
C5,HQ,193,12,43.075000000000003,12.0,33.0,70.0,1452.897375,38.11689094089391
C5,HK,193,13,47.262,13.0,33.0,72.0,1811.8053559999998,42.565306952963468
C5,SA,195,14,44.122999999999998,19.0,33.0,72.0,1245.1278710000001,35.286369478879521
C5,S2,229,5,39.104999999999997,5.0,30.0,64.0,1541.7319750000001,39.264894944466619
C5,S3,185,5,39.347000000000001,5.0,31.0,64.25,1615.7625909999999,40.196549491218768
C5,S4,186,5,42.517000000000003,5.0,32.0,67.0,1855.921711,43.080409828598427
C5,S5,201,5,77.700000000000003,33.0,69.0,89.0,2582.886,50.822101491378731
C5,S6,188,6,45.780000000000001,11.0,33.0,68.0,1930.2196000000001,43.934264532366988
C5,S7,228,7,44.145000000000003,12.0,33.0,68.0,1725.1259749999999,41.534635847687412
C5,S8,190,8,42.756999999999998,8.0,33.0,69.0,1716.2839510000001,41.428057533512238
C5,S9,191,9,43.841999999999999,9.0,33.0,70.0,1606.4210360000002,40.080182584414459
C5,ST,191,10,43.418999999999997,10.0,33.0,71.0,1541.3374389999999,39.259870593266093
C5,SJ,233,11,47.799999999999997,16.0,33.0,72.0,1769.2939999999996,42.062976594625347
C5,SQ,194,12,45.726999999999997,12.0,33.0,73.0,1613.590471,40.169521667552878
C5,SK,195,13,46.737000000000002,13.0,33.0,72.0,1675.5278310000001,40.933211833424458
C6,C7,230,7,56.359000000000002,13.0,35.0,76.25,2567.4461189999993,50.669972557719028
C6,C8,190,8,59.125,14.0,36.0,77.0,2648.5553749999999,51.464117353744641
C6,C9,229,9,57.972999999999999,15.0,37.0,78.0,2664.7022709999997,51.62075426608952
C6,CT,230,10,53.448,16.0,38.0,72.25,2258.8112960000003,47.526953363328481
C6,CJ,193,11,56.213999999999999,17.0,39.0,74.0,2389.536204,48.88288252548125
C6,CQ,194,12,57.134999999999998,18.0,40.0,74.0,2310.8907750000003,48.071725317487832
C6,CK,195,13,58.222000000000001,19.0,41.0,76.0,2384.3007160000002,48.829301817658632
C6,DA,230,14,47.07,14.0,34.0,73.25,1479.5731000000001,38.465219354632573
C6,D2,227,6,38.667000000000002,6.0,30.0,64.0,1647.2381110000001,40.586181281317906
C6,D3,188,6,43.027000000000001,6.0,31.0,67.0,1820.0882710000001,42.662492554936357
C6,D4,187,6,43.933999999999997,10.0,32.0,69.0,1618.017644,40.224590041416207
C6,D5,188,6,45.805999999999997,11.0,33.5,70.0,1812.9203640000001,42.578402553407287
C6,D6,228,6,81.117000000000004,34.0,71.0,90.0,2720.9953109999997,52.163160477486407
C6,D7,189,7,46.752000000000002,7.0,35.0,70.0,1791.0644959999997,42.320969932174286
C6,D8,190,8,44.915999999999997,8.0,34.0,70.0,1690.8809440000002,41.1203227613792
C6,D9,189,9,45.716999999999999,15.0,34.0,71.0,1573.6609110000004,39.669395142855407
C6,DT,192,10,47.128,10.0,34.0,72.0,1898.4796159999999,43.571545944572584
C6,DJ,193,11,43.862000000000002,11.0,34.0,71.0,1450.8289560000003,38.089748699617331
C6,DQ,194,12,45.600000000000001,12.0,34.0,72.0,1480.748,38.480488562387045
C6,DK,195,13,45.969000000000001,13.0,34.0,72.0,1453.9900389999998,38.131221315347346
C6,HA,194,14,47.591000000000001,20.0,34.0,73.0,1478.3157189999997,38.448871491891666
C6,H2,188,6,42.015999999999998,8.0,30.0,65.0,1658.7817440000001,40.728144372166035
C6,H3,187,6,40.841999999999999,6.0,31.0,65.0,1553.7630360000003,39.417801004114885
C6,H4,187,6,46.180999999999997,10.0,32.0,70.0,1956.962239,44.237565925353536
C6,H5,188,6,45.756999999999998,11.0,34.0,68.0,1581.4379509999999,39.767297506871145
C6,H6,226,6,81.867000000000004,34.0,71.0,90.0,2781.2093109999996,52.737172004194534
C6,H7,188,7,45.075000000000003,7.0,34.0,69.0,1806.4993750000001,42.502933722273809
C6,H8,190,8,46.874000000000002,14.0,34.0,70.0,1909.8861240000003,43.702243924082438
C6,H9,191,9,46.104999999999997,9.0,34.0,71.0,1850.959975,43.022784370609955
C6,HT,192,10,46.468000000000004,10.0,34.0,72.0,1727.560976,41.563938408192264
C6,HJ,188,11,44.442,11.0,34.0,72.0,1423.510636,37.729439911029687
C6,HQ,232,12,47.972000000000001,12.0,34.0,73.0,1728.3132159999998,41.572986613905904
C6,HK,195,13,45.923999999999999,13.0,34.0,72.0,1620.6282239999998,40.257027013926397
C6,SA,195,14,47.692999999999998,20.0,34.0,73.25,1543.5247510000002,39.287717559054002
C6,S2,187,6,40.473999999999997,8.0,30.0,64.0,1615.0733240000002,40.187974868111979
C6,S3,185,6,40.905000000000001,9.0,31.0,65.0,1650.3679750000001,40.624721229812764
C6,S4,187,6,44.238,6.0,32.0,69.0,1818.2553559999999,42.641005569756445
C6,S5,186,6,46.494999999999997,11.0,34.0,71.0,1882.5319749999999,43.388154777542681
C6,S6,202,6,85.506,34.0,73.0,90.0,2889.9439640000001,53.758199039774389
C6,S7,229,7,47.537999999999997,13.0,34.0,71.0,1901.2625559999999,43.603469540851904
C6,S8,188,8,47.375,14.0,34.0,70.0,1881.0743749999999,43.371354313648077
C6,S9,190,9,46.186999999999998,15.0,34.0,71.0,1568.6580309999999,39.606287771009292
C6,ST,190,10,46.762,10.0,34.0,72.0,1671.5333559999999,40.884390126306151
C6,SJ,193,11,44.128999999999998,11.0,34.0,72.0,1592.330359,39.904014321869923
C6,SQ,191,12,46.497999999999998,18.0,34.0,73.0,1490.5939960000003,38.608211509988394
C6,SK,195,13,47.259,13.0,34.0,74.0,1617.351919,40.216314090179871
C7,C8,231,8,58.929000000000002,15.0,36.0,78.0,2609.1139589999998,51.079486675181066
C7,C9,231,9,59.399000000000001,16.0,37.0,78.0,2683.0877989999994,51.798530857544591
C7,CT,231,10,57.527999999999999,17.0,38.0,75.25,2569.0152160000002,50.685453692356354
C7,CJ,193,11,57.969000000000001,18.0,39.0,76.0,2373.3580389999997,48.717122646970843
C7,CQ,194,12,60.125999999999998,19.0,40.0,77.0,2493.6461239999999,49.93642081687473
C7,CK,195,13,56.180999999999997,20.0,35.0,76.0,2330.4742390000001,48.27498564474152
C7,DA,195,14,48.475000000000001,21.0,35.0,73.0,1657.3893750000002,40.711047333616953
C7,D2,189,7,41.012999999999998,7.0,30.0,65.0,1763.5468309999999,41.994604784424389
C7,D3,189,7,39.537999999999997,7.0,31.0,66.0,1501.9725559999999,38.75529068398275
C7,D4,187,7,43.258000000000003,11.0,32.0,67.0,1586.885436,39.835730644736515
C7,D5,187,7,42.213999999999999,7.0,33.0,68.0,1490.5302039999999,38.607385355654429
